V107,Populus deltoides,Acer saccharum,Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB130,Celtis occidentalis,Lonicera maackii,Arisaema triphyllum,Tilia americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD143,Lonicera maackii,Arisaema triphyllum,Erythronium albidum,Prunus virginiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K137,Acer saccharum,Hackelia virginiana,Cirsium sp.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O121,Cardamine concatenata,Acer saccharum,Uvularia grandiflora,Erythronium albidum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O135,Acer saccharum,Impatiens capensis,Fraxinus americana,Tilia americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP101,Symphyotrichum drummondii,Agrimonia gryposepala,0,Eupatorium rugosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X87,Carya ovata,0,Tilia americana,Quercus alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y121,Acer saccharum,Ostrya virginiana,Unidentified,Quercus alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P126,Acer saccharum,Ostrya virginiana,Quercus rubra,Quercus alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE140,Robinia pseudoacacia,Acer saccharum,Ulmus americana,Unidentified,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC144,Tilia americana,Juglans nigra,Lonicera maackii,Vitis sp.,Erythronium albidum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN105,Solidago altissima,Poa pratensis,Symphyotrichum drummondii,Symphyotrichum lateriflorum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O108,Trillium grandiflorum,Prunus virginiana,Claytonia virginica,Hydrophyllum virginianum,Cardamine concatenata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O112,Trillium recurvatum,Acer saccharum,Uvularia grandiflora,Cardamine concatenata,Geum canadense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O120,Anemone quinquefolia,Acer saccharum,Claytonia virginica,Erythronium albidum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P138,Juglans nigra,Rubus allegheniensis,Cirsium sp.,Phalaris arundinacea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP132,Lonicera maackii,Acer platanoides,Acer negundo,Ulmus americana,Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q120,Tilia americana,Acer saccharum,Quercus rubra,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q132,Alliaria petiolata,Acer saccharum,Claytonia virginica,Cardamine concatenata,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T132,Trillium recurvatum,Acer saccharum,Quercus alba,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T147,B??,Parthenocissus quinquefolia,Thalictrum dioicum,Symphyotrichum drummondii,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W106,Alliaria petiolata,Acer saccharum,Claytonia virginica,Fraxinus sp.,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W109,Carya ovata,Fraxinus pennsylvanica,Impatiens sp.,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W132,Acer saccharum,Circaea lutetiana,Impatiens sp.,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YY146,Typha latifolia,Persicaria coccinea,Onoclea sensibilis,0,Rumex sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V136,Tilia americana,Acer saccharum,Prunus serotina,Celtis occidentalis,Fraxinus quadrangulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O86,Tilia americana,Quercus rubra,Ulmus americana,Quercus alba,Celtis occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY130,Tilia americana,Circaea lutetiana,Fraxinus pennsylvanica,Cirsium vulgare,Erythronium albidum,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B138,Calaminta vulgaris,Poa pratensis,Allium vineale,Unidentified,Bromus inermis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB140,Ranunculus ficaria,Juglans nigra,Acer saccharum,Lonicera maackii,Ulmus americana,Ranunculus sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E109,Epilobium coloratum,Seedling,Glyceria striata,Fraxinus pennsylvanica,Sium suave,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB146,Circaea lutetiana canadensis,Lonicera maackii,Arisaema triphyllum,Parthenocissus quinquefolia,Erigeron annuus,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II131,Malus sieboldii,Acer saccharum,Lonicera maackii,Fraxinus pennsylvanica,Rhamnus cathartica,Maianthemum racemosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II136,Acer saccharum,Ostrya virginiana,Ulmus americana,Quercus alba,Erythronium albidum,Maianthemum racemosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L121,Tilia americana,Acer saccharum,Podophyllum peltatum,Erythronium albidum,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M134,Alliaria petiolata,Acer saccharum,Quercus rubra,Circaea lutetiana,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P107,Alliaria petiolata,Claytonia virginica,Lonicera maackii,Acer saccharum,Hydrophyllum virginianum,Trillium grandiflorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP102,Poa pratensis,Solidago altissima,Sonchus sp.,Prunella vulgaris,Symphyotrichum drummondii,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q129,Acer saccharum,Uvularia grandiflora,Quercus alba,Erythronium albidum,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U134,Tilia americana,Anemonella thalictroides,Acer saccharum,Quercus macrocarpa,0,Weather station,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU125,Ulmus pumila,Robinia pseudoacacia,Acer saccharum,Lonicera maackii,Prunus serotina,Morus alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V134,Alliaria petiolata,Acer saccharum,Ostrya virginiana,Impatiens sp.,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X138,Polygonum sp.,Ambrosia artemisiifolia,Apocynum sibiricum,Chenopodium sp.,Brassica sp.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XX142,Prunus virginiana,Lonicera maackii,Parthenocissus quinquefolia,Circaea lutetiana,Fraxinus pennsylvanica,Erythronium albidum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y105,Prunus virginiana,Acer saccharum,Claytonia virginica,Ostrya virginiana,Ulmus americana,Prunus serotina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y110,Prunus virginiana,Acer saccharum,Ostrya virginiana,Fraxinus sp.,Quercus rubra,Cardamine concatenata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y70,Alliaria petiolata,Potentilla simplex,Galium aparine,Erythronium albidum,Cardamine concatenata,Elymus sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC130,Tilia americana,Juglans nigra,Lonicera maackii,Fraxinus sp.,Ulmus americana,Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V89,Carya ovata,Quercus rubra,Prunus serotina,Quercus alba,Ulmus americana,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z122,Tilia americana,Acer saccharum,Fraxinus sp.,Ulmus americana,Prunus serotina,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA129,Tilia americana,Acer saccharum,Ostrya virginiana,Prunus serotina,Ulmus americana,Celtis occidentalis,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB118,Acer saccharum,Ostrya virginiana,Fraxinus sp.,Quercus rubra,Hydrophyllum virginianum,Ranunculus hispidus,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,,,,,,
D134,Tilia americana,Unknown,Acer saccharum,Claytonia virginica,Fraxinus sp.,Rhamnus cathartica,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
DD114,Alliaria petiolata,Tilia americana,Acer saccharum,Ostrya virginiana,Prunus serotina,Quercus alba,Erythronium albidum,,,,,,,,,,,,,,,,,,,,,,,,,,,
DD115,Acer saccharum,Ostrya virginiana,Quercus rubra,Prunus serotina,Quercus alba,Podophyllum peltatum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
DD130,Laportea canadensis,Ranunculus hispidus,Ambrosia trifida,Sambucus canadensis,Vitis riparia,Malus sp.,Rosa multiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,
E111,Scirpus atrovirens,Ranunculus abortivus,Glechoma hederacea,Sium suave,Bidens frondosa,Unidentified grass,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE134,Ulmus pumila,Acer saccharum,Lonicera maackii,Parthenocissus quinquefolia,Ulmus americana,Crataegus sp.,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,,,
FF112,Alliaria petiolata,Smilacina racemosa,Acer saccharum,Fraxinus sp.,Prunus serotina,Hackelia virginiana,Geum canadense,,,,,,,,,,,,,,,,,,,,,,,,,,,
GG146,Alliaria petiolata,Lonicera sp.,Mertensia virginica,Fraxinus sp.,Prunus serotina,Ulmus americana,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB125,Acer saccharum,Lonicera maackii,Fraxinus sp.,Prunus serotina,Unidentified,Rhamnus cathartica,Rosa multiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB141,Tilia americana,Lonicera maackii,Arisaema triphyllum,Fraxinus pennsylvanica,Erythronium albidum,Rhamnus cathartica,Maianthemum racemosum,,,,,,,,,,,,,,,,,,,,,,,,,,,
HE136,Arisaema dracontium,Cornus sp.,Ribes sp.,Lonicera maackii,Arisaema triphyllum,Parthenocissus quinquefolia,Circaea lutetiana,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH115,Ulmus rubra,Tilia americana,Ostrya virginiana,Prunus serotina,Quercus alba,0,Weather station,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH147,Juglans nigra,Fraxinus sp.,Glechoma hederacea,Cirsium sp.,Quercus macrocarpa,Rhamnus cathartica,Taraxacum officinale,,,,,,,,,,,,,,,,,,,,,,,,,,,
II130,Malus sieboldii,Acer saccharum,Lonicera maackii,Ulmus americana,Celtis occidentalis,Rhamnus cathartica,Rosa multiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,
K105,Toxicodendron radicans,Anemone quinquefolia,Claytonia virginica,Geranium maculatum,Allium sp.,Erythronium albidum,Cardamine concatenata,,,,,,,,,,,,,,,,,,,,,,,,,,,
K130,Gymnocladus dioicus,Carex sp.,Acer saccharum,Circaea lutetiana,Carya cordiformis,Cardamine concatenata,Impatiens capensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
L120,Tilia americana,Acer saccharum,Claytonia virginica,Geranium maculatum,Carya cordiformis,Cardamine concatenata,Fraxinus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL119,Alliaria petiolata,Acer saccharum,Claytonia virginica,Prunus serotina,Euonymus alatus,Impatiens sp.,Sambucus canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL128,Acer saccharum,Lonicera maackii,Quercus rubra,Ulmus americana,Unidentified,Morus alba,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,,,
N115,Tilia americana,Acer saccharum,Ostrya virginiana,Quercus rubra,Fraxinus pennsylvanica,0,Weather station,,,,,,,,,,,,,,,,,,,,,,,,,,,
N123,Tilia americana,Anemonella thalictroides,Acer saccharum,Quercus rubra,Cardamine concatenata,Fraxinus americana,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N136,Alliaria petiolata,Acer saccharum,Lactuca sp.,Circaea lutetiana,Impatiens sp.,Eupatorium sp.,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,,,,,,
N142,Dodecatheon meadia,Cornus racemosa,Parthenocissus quinquefolia,Daucus carota,Rhamnus cathartica,Phalaris arundinacea,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO116,Acer saccharum,Fraxinus sp.,Quercus rubra,Ulmus americana,Lactuca sp.,Circaea lutetiana,Impatiens sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q110,Ulmus rubra,Allium burdickii,Claytonia virginica,Acer saccharum,Carex albursina,Impatiens sp.,Cardamine concatenata,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q122,Acer saccharum,Geranium maculatum,Quercus alba,Erythronium albidum,Cardamine concatenata,Fraxinus americana,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q135,Tilia americana,Juglans nigra,Acer saccharum,Fraxinus sp.,Quercus alba,Circaea lutetiana,Impatiens capensis,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQ132,Ulmus sp.,Tilia americana,Lonicera maackii,Ulmus americana,Parthenocissus quinquefolia,Populus deltoides,Celtis occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,
R113,Trillium recurvatum,Claytonia virginica,Acer saccharum,Ostrya virginiana,Cardamine concatenata,Quercus macrocarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R128,Acer saccharum,Quercus rubra,Quercus alba,Podophyllum peltatum,Erythronium albidum,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR128,Alliaria petiolata,Juglans nigra,Lonicera maackii,Acer negundo,Parthenocissus quinquefolia,Morus alba,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,,,
S105,Acer saccharum,Claytonia virginica,Quercus alba,Podophyllum peltatum,Erythronium albidum,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
XX129,Alliaria petiolata,Lonicera maackii,Prunus serotina,Ulmus americana,Circaea lutetiana,Morus alba,Rosa multiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y130,Asarum canadense,Acer saccharum,Mertensia virginica,Erythronium albidum,Cardamine concatenata,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA141,Unk. Grass,Convovulus sp.,Cirsium arvense,Coronilla varia,Galium aparine,Bidens sp.,Toralos sp.,0,,,,,,,,,,,,,,,,,,,,,,,,,,
AX132,Pastinaca sativa,Poa pratensis,Coronilla varia,Allium vineale,Allium canadense,Rhamnus cathartica,Phalaris arundinacea,0,,,,,,,,,,,,,,,,,,,,,,,,,,
AY122,Calaminta vulgaris,Prunus virginiana,Monarda fistulosa,Poa pratensis,Carex sp.,Allium canadense,Ptelea trifoliata,0,,,,,,,,,,,,,,,,,,,,,,,,,,
AY124,Lonicera maackii,Hydrophyllum virginianum,Allium canadense,Erythronium albidum,Cardamine concatenata,Quercus macrocarpa,Carex blanda,0,,,,,,,,,,,,,,,,,,,,,,,,,,
C111,Helianthus sp.,Smilacina racemosa,Acer platanoides,Quercus rubra,Prunus serotina,Ulmus americana,Crataegus sp.,0,,,,,,,,,,,,,,,,,,,,,,,,,,
DD83,Alliaria petiolata,Acer saccharum,Claytonia virginica,Polygonatum biflorum,Eupatorium rugosum,Quercus rubra,Circaea lutetiana,0,,,,,,,,,,,,,,,,,,,,,,,,,,
EE138,Malus sieboldii,Arisaema dracontium,Rubus occidentalis,Tilia americana,Vernonia altissima,Ribes sp.,Impatiens sp.,Rosa multiflora,,,,,,,,,,,,,,,,,,,,,,,,,,
F107,Quercus ellipsoidalis,Solidago canadensis,Acer platanoides,Quercus rubra,Erythronium albidum,Symphyotrichum drummondii,Fraxinus americana,0,,,,,,,,,,,,,,,,,,,,,,,,,,
GG122,Claytonia virginica,Ostrya virginiana,Fraxinus sp.,Prunus serotina,Ulmus americana,Cardamine concatenata,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,,,,
GG127,Alliaria petiolata,Toxicondendron radicans,Lonicera maackii,Eupatorium rugosum,Impatiens sp.,Ambrosia trifida,Polygonum scandens,0,,,,,,,,,,,,,,,,,,,,,,,,,,
HA147,Circaea lutetiana canadensis,Lonicera maackii,Polygonatum biflorum,Arisaema triphyllum,Parthenocissus quinquefolia,Erythronium albidum,Impatiens capensis,Maianthemum racemosum,,,,,,,,,,,,,,,,,,,,,,,,,,
HC126,Acer saccharum,Lonicera maackii,Acer platanoides,Fraxinus sp.,Parthenocissus quinquefolia,Prunus serotina,Fraxinus pennsylvanica,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,,
HC135,Alliaria petiolata,Tilia americana,Lonicera maackii,Arisaema triphyllum,Parthenocissus quinquefolia,Circaea lutetiana,Erythronium albidum,Maianthemum racemosum,,,,,,,,,,,,,,,,,,,,,,,,,,
HH126,Daucus carota,Carex sp.,Impatiens sp.,Ambrosia trifida,Polygonum scandens,Dipsacus laciniatus,Symphyotrichum lateriflorum,0,,,,,,,,,,,,,,,,,,,,,,,,,,
I133,Ulmus sp.,Acer saccharum,Mertensia virginica,Circaea lutetiana,Erythronium albidum,Impatiens capensis,Geum canadense,Fraxinus americana,,,,,,,,,,,,,,,,,,,,,,,,,,
J133,Alliaria petiolata,Toxicondendron radicans,Acer saccharum,Uvularia grandiflora,Fraxinus sp.,Circaea lutetiana,Erythronium albidum,Impatiens capensis,,,,,,,,,,,,,,,,,,,,,,,,,,
L111,Tilia americana,Acer saccharum,Claytonia virginica,Lonicera maackii,Quercus rubra,Fraxinus sp.,Quercus alba,Cardamine concatenata,,,,,,,,,,,,,,,,,,,,,,,,,,
N113,Acer saccharum,Claytonia virginica,Acer nigrum,Quercus rubra,Ulmus americana,Geranium maculatum,Ostrya virginiana,Cardamine concatenata,,,,,,,,,,,,,,,,,,,,,,,,,,
NN146,Ulmus rubra,Tilia americana,Prunus virginiana,Juglans nigra,Lonicera maackii,Fraxinus sp.,Parthenocissus quinquefolia,Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,
O105,Tilia americana,Anemonella thalictroides,Acer saccharum,Quercus rubra,Quercus alba,Erythronium albidum,Taraxacum officinale,0,,,,,,,,,,,,,,,,,,,,,,,,,,
O131,Acer saccharum,Claytonia virginica,Fraxinus sp.,Quercus rubra,Solidago ulmifolia,Erythronium albidum,Geum canadense,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,,,,,
OO100,Alliaria petiolata,Tilia americana,Arisaema triphyllum,Prunus serotina,Quercus alba,Circaea lutetiana,Quercus macrocarpa,Taraxacum officinale,,,,,,,,,,,,,,,,,,,,,,,,,,
OO129,Tilia americana,Acer saccharum,Lonicera maackii,Parthenocissus quinquefolia,Quercus alba,Prunus serotina,Celtis occidentalis,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,,
R109,Trillium recurvatum,Tilia americana,Acer saccharum,Ulmus americana,Unk. Composite,Quercus alba,Impatiens sp.,Cardamine concatenata,,,,,,,,,,,,,,,,,,,,,,,,,,
R79,Unk. seedling,Unk. Grass,Unk. Seedlings,Alisma subcordatum,Sparganium eurycarpum,Galium sp.,Sium suave,0,,,,,,,,,,,,,,,,,,,,,,,,,,
S126,Toxicodendron radicans,Juglans nigra,Acer saccharum,Populus deltoides,Erythronium albidum,Allium canadense,Cardamine concatenata,Fraxinus americana,,,,,,,,,,,,,,,,,,,,,,,,,,
T122,Anemone quinquefolia,Solidago flexicaulis,Acer saccharum,Claytonia virginica,Geranium maculatum,Hydrophyllum virginianum,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,,,,
T77,Alliaria petiolata,Viburnum opulus,Acer saccharum,Parthenocissus quinquefolia,Quercus alba,Erythronium albidum,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,,,,
U107,Toxicodendron radicans,Claytonia virginica,Acer saccharum,Lonicera maackii,Allium sp.,Erythronium albidum,Galium aparine,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,,,,,
UU129,Alliaria petiolata,Ulmus rubra,Juglans nigra,Lonicera maackii,Prunus serotina,Ulmus americana,Unidentified,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,,
W136,Alliaria petiolata,Juglans nigra,Mertensia virginica,Fraxinus sp.,Camassia scilloides,Ambrosia trifida,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,,,,
W146,Symphyotrichum pilosum,Bromus sp.,Solidago altissima,Parthenocissus quinquefolia,Veronicastrum virginicum,Bidens sp.,0,Rubus sp.,,,,,,,,,,,,,,,,,,,,,,,,,,
W71,Juglans nigra,Rubus idaeus strigosus,Parthenocissus quinquefolia,Camassia scilloides,Quercus alba,Circaea lutetiana,Galium aparine,0,,,,,,,,,,,,,,,,,,,,,,,,,,
WW124,Alliaria petiolata,Hesperis matronalis,Robinia pseudoacacia,Acer saccharum,Lonicera maackii,Prunus serotina,Morus alba,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,,
X118,Smilacina racemosa,Claytonia virginica,Acer saccharum,Ostrya virginiana,Quercus rubra,Geranium maculatum,Cardamine concatenata,Impatiens capensis,,,,,,,,,,,,,,,,,,,,,,,,,,
X139,Plantago lanceolata,Carex trichocarpa,Chenopodium sp.,Unidentified seedling,Actinomeris alternifolia,Torilis japonica,0,Unidentified grass,,,,,,,,,,,,,,,,,,,,,,,,,,
YY132,Ulmus rubra,Tilia americana,Acer saccharum,Ulmus americana,Prunus serotina,Unidentified,Quercus macrocarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Z128,Alliaria petiolata,Solidago flexicaulis,Acer saccharum,Claytonia virginica,Polygonatum biflorum,Fraxinus sp.,Impatiens sp.,Dicentra cucullaria,,,,,,,,,,,,,,,,,,,,,,,,,,
K109,Tilia americana,Prunus virginiana,Euonymus europaeus,Acer saccharum,Quercus rubra,Ulmus americana,Quercus alba,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,,,,,,,,,,,
A128,Tilia americana,Agrimonia pubescens,Ostrya virginiana,Quercus macrocarpa,Allium canadense,Erythronium albidum,Symphyotrichum shortii,Geum canadense,0,,,,,,,,,,,,,,,,,,,,,,,,,
AA116,Alliaria petiolata,Acer saccharum,Claytonia virginica,Fraxinus sp.,Ostrya virginiana,Quercus rubra,Quercus alba,Circaea lutetiana,Podophyllum peltatum,,,,,,,,,,,,,,,,,,,,,,,,,
DD112,Trillium recurvatum,Smilacina racemosa,Symphyotrichum sp.,Acer saccharum,Prunus serotina,Quercus alba,Ulmus americana,Circaea lutetiana,0,,,,,,,,,,,,,,,,,,,,,,,,,
EE132,Anemone canadensis,Symphyothrichum,Carex sp.,Poa pratensis,Prunus americana,Coronilla varia,Ambrosia trifida,Phalaris arundinacea,Convolvulus sepium,,,,,,,,,,,,,,,,,,,,,,,,,
F108,Carex hirtifolia,Ostrya virginiana,Quercus rubra,Ulmus americana,Erythronium albidum,Sanicula gregaria,Quercus macrocarpa,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,,,
F119,Tilia americana,Menispermum canadense,Claytonia virginica,Carex sp.,Ulmus americana,Erythronium albidum,Geum canadense,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,,,
F129,Tilia americana,Acer saccharum,Fraxinus sp.,Galium triflorum,Quercus rubra,Erythronium albidum,Cardamine concatenata,Symphyotrichum shortii,0,,,,,,,,,,,,,,,,,,,,,,,,,
FF123,Alliaria petiolata,Claytonia virginica,Acer saccharum,Fraxinus sp.,Ulmus americana,Unidentified,Impatiens sp.,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,,,
G132,Alliaria petiolata,Trillium recurvatum,Tilia americana,Acer saccharum,Uvularia grandiflora,Fraxinus sp.,Circaea lutetiana,Erythronium albidum,Sanicula gregaria,,,,,,,,,,,,,,,,,,,,,,,,,
HB136,Viburnum opulus,Acer saccharum,Lonicera maackii,Parthenocissus quinquefolia,Circaea lutetiana,Fraxinus pennsylvanica,Erythronium albidum,Geum canadense,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,
HD134,Alliaria petiolata,Acer saccharum,Lonicera maackii,Arisaema triphyllum,Parthenocissus quinquefolia,Circaea lutetiana,Erythronium albidum,Rhamnus cathartica,0,,,,,,,,,,,,,,,,,,,,,,,,,
