Date,Sampler,Plot ID Number,6-Letter Code,Species_Name,% Cover,Cover Class (1-7),# of Woody Seedlings ,Total Moss (1-7),Total Logs (1-7),Total Rocks (1-7),Total Bare Soil (1-7),Notes,Sample (Y/N)
5/10/18,"JLL, WS",A116,CIRLUC,Circaea lutetiana ,2,2,0,0,0,0,0,,
5/10/18,"JLL, WS",A116,RUBOCC,Rubus occidentalis,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",A116,Symphyotrichum sp.,Symphyotrichum sp.,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",A116,SOLALT,Solidago altissima,1,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A121,CELORB,Celastrus orbiculatus,10,3,0,0,0,0,5,,
5/1/18,"WO, SZ",A121,SOLULM,Solidago ulmifolia,10,3,0,0,0,0,0,,
5/1/18,"WO, SZ",A121,ALLCAN,Allium canadense,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A121,Carex sp.,Carex sp.,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A121,POLBIF,Polygonatum biflorum,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A121,ALLCER,Allium cernuum,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A121,GALTRF,Galium triflorum,3,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A121,SYMLAT,Symphyotrichum lateriflorum,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A121,SOLALT,Solidago altissima,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A124,CXPENS,Carex pensylvanica,5,3,0,0,3,0,5,,
5/1/18,"WO, SZ",A124,ALLPET,Alliaria petiolata,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A124,ERYALB,Erythronium albidum,6,3,0,0,0,0,0,,
5/1/18,"WO, SZ",A124,SANGRE,Sanicula gregaria,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A124,PREALB,Prenanthes alba,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A124,CAMAME,Campanula americana ,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A124,Impatiens sp.,Impatiens sp.,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A124,CARCON,Cardamine concatenata,10,3,0,0,0,0,0,,
5/1/18,"WO, SZ",A124,GEUCAN,Geum canadense,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,Carex sp.,Carex sp.,30,4,0,0,0,0,4,,
5/1/18,"WO, SZ",A126,TRIREC,Trillium recurvatum,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,CARCON,Cardamine concatenata,15,3,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,AGRPUB,Agrimonia pubescens,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,SANGRE,Sanicula gregaria,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,SYMSHO,Symphyotrichum shortii,5,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,Viola sp.,Viola sp.,5,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,SYMLAT,Symphyotrichum lateriflorum,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,GERMAC,Geranium maculatum,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,GALTRT,Galium triflorum,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,Rannculus sp.,Ranunculus sp.,2,2,0,0,0,0,0,RANHIS?,
5/1/18,"WO, SZ",A126,ERYALB,Erythronium albidum,5,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,GEUCAN,Geum canadense,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A126,ACESAU,Acer saccharum,5,2,0,0,0,0,0,,
5/1/18,"WO, SZ",A128,SYMSHO,Symphyotrichum shortii,10,3,0,0,0,0,5,,
5/1/18,"WO, SZ",A128,AGRPUB,Agrimonia pubescens,10,3,0,0,0,0,0,,
5/1/18,"WO, SZ",A128,GEUCAN,Geum canadense,5,3,0,0,0,0,0,,
5/1/18,"WO, SZ",A128,ERYALB,Erythronium albidum,5,3,0,0,0,0,0,,
5/1/18,"WO, SZ",A128,ALLCAN,Allium canadense,3,2,0,0,0,0,0,,
5/2/18,"BS, WO",A131,MAIRAC,Maianthemum racemosum,2,2,0,0,0,0,7,,
5/2/18,"BS, WO",A131,PARQUI,Parthenocissus quinquefolia,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",A131,TOXRAD,Toxicodendron radicans,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",A133,TAROFF,Taraxacum officinale,5,3,0,0,0,0,6,,
5/2/18,"BS, WO",A133,RHACAT,Rhamnus cathartica,4,2,0,0,0,0,0,,
5/2/18,"BS, WO",A133,GEUCAN,Geum canadense,8,3,0,0,0,0,0,,
5/2/18,"BS, WO",A133,HACVIR,Hackelia virginiana,4,2,0,0,0,0,0,,
5/2/18,"BS, WO",A133,RUBOCC,Rubus occidentalis,4,2,0,0,0,0,0,,
5/2/18,"BS, WO",A133,SYMLAT,Symphyotrichum lateriflorum,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",A133,GALTRF,Galium triflorum,4,2,0,0,0,0,0,,
5/2/18,"BS, WO",A133,Eupatorium sp.,Eupatorium sp.,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",A133,MAIRAC,Maianthemum racemosum,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",A133,SOLALT,Solidago altissima,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",A135,HACVIR,Hackelia virginiana,3,2,0,0,0,0,6,,
5/2/18,"BS, WO",A135,SOLALT,Solidago altissima,8,3,0,0,0,0,0,,
5/2/18,"BS, WO",A135,RUBOCC,Rubus occidentalis,8,3,0,0,0,0,0,,
5/2/18,"BS, WO",A135,TAROFF,Taraxacum officinale,6,3,0,0,0,0,0,,
5/2/18,"BS, WO",A135,VIOSOR,Viola sororia,4,2,0,0,0,0,0,,
5/2/18,"BS, WO",A135,SONARV,Sonchus arvensis,4,2,0,0,0,0,0,,
5/2/18,"BS, WO",A135,AGRPUB,Agrimonia pubescens,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",A135,RHACAT,Rhamnus cathartica,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",A135,LONMAA,Lonicera maackii,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",A135,MORALB,Morus alba,2,2,1,0,0,0,0,,
5/2/18,"BS, WO",A135,Fraxinus sp.,Fraxinus sp.,2,2,1,0,0,0,0,,
5/2/18,"JLL, PB",AA114,DACGLO,Dactylis glomerata,3,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA114,SANCAN,Sanguinaria canadensis ,1,2,0,5,0,0,5,,
5/2/18,"JLL, PB",AA114,ERYALB,Erythronium albidum,1,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA114,Cerastrium sp.,Cerastrium sp.,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA114,CLAVIR,Claytonia virginica,1,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA114,Composite sp.,Composite sp.,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA116,PODPEL,Podophyllum peltatum,10,3,0,0,0,0,7,,
5/2/18,"JLL, PB",AA116,CLAVIR,Claytonia virginica,36,4,0,0,0,0,0,,
5/2/18,"JLL, PB",AA116,ALLPET,Alliaria petiolata,4,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA116,CIRLUC,Circaea lutetiana ,1,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA116,ACESAU,Acer saccharum,4,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,CXPENS,Carex pensylvanica,2,2,0,2,0,0,7,,
5/2/18,"JLL, PB",AA117,Carex sp.,Carex sp.,7,3,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,PODPEL,Podophyllum peltatum,7,3,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,CLAVIR,Claytonia virginica,20,3,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,ERYALB,Erythronium albidum,15,3,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,GERMAC,Geranium maculatum,5,3,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,GALAPA,Galium aparine,13,3,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,OSTVIR,Ostrya virginiana,7,3,1,0,0,0,0,,
5/2/18,"JLL, PB",AA117,ANEQUI,Anemone quinquefolia,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,ACESAU,Acer saccharum,4,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,ANETHA,Anemonella thalictroides,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,OXASTR,Oxalis stricta,5,3,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,SANCAN,Sanguinaria canadensis ,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,CARCON,Cardamine concatenata,4,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,GEUCAN,Geum canadense,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",AA117,Unidentified,Unidentified ,2,2,0,0,0,0,0,opp. leaves/moss on logs,flag
5/2/18,"JLL, PB",AA117,SOLCAN,Solidago canadensis,3,2,0,0,0,0,0,,
5/3/18,"WS, JLL",AA118,ALLCAN,Allium canadense,15,3,0,0,0,0,0,,
5/3/18,"WS, JLL",AA118,ERYALB,Erythronium albidum,15,3,0,0,0,0,0,,
5/3/18,"WS, JLL",AA118,ANEQUI,Anemone quinquefolia,2,2,0,0,0,0,0,,
5/3/18,"WS, JLL",AA118,CLAVIR,Claytonia virginica,2,2,0,0,0,0,0,,
5/3/18,"WS, JLL",AA118,Impatiens sp.,Impatiens sp.,2,2,0,0,0,0,0,,
5/3/18,"WS, JLL",AA118,CARCON,Cardamine concatenata,1,2,0,0,0,0,0,,
5/3/18,"WS, JLL",AA118,GEUCAN,Geum canadense ,3,2,0,0,0,0,0,,
5/3/18,"WS, JLL",AA118,ALLPET,Alliaria petiolata,2,2,0,0,0,0,0,,
5/3/18,"BS, WO",AA118,FLOPRO,Floerkea proserpinacoides,17,3,0,0,0,0,7,,
5/3/18,"BS, WO",AA118,ERYALB,Erythronium albidum,7,3,0,0,0,0,0,,
5/3/18,"BS, WO",AA118,SMIRAC,Smilacina racemosa,3,2,0,0,0,0,0,,
5/3/18,"BS, WO",AA118,CLAVIR,Claytonia virginica,30,4,0,0,0,0,0,,
5/3/18,"BS, WO",AA118,ALLPET,Alliaria petiolata,20,3,0,0,0,0,0,,
5/3/18,"BS, WO",AA118,ACESAU,Acer saccharum,5,3,0,0,0,0,0,,
5/3/18,"BS, WO",AA118,CARCON,Cardamine concatenata,15,3,0,0,0,0,0,,
5/3/18,"WO, SZ",AA125,FLOPRO,Floerkea proserpinacoides,25,4,0,0,0,0,4,,
5/3/18,"WO, SZ",AA125,Impatiens sp.,Impatiens sp.,35,4,0,0,0,0,0,,
5/3/18,"WO, SZ",AA125,ERYALB,Erythronium albidum,8,3,0,0,0,0,0,,
5/3/18,"WO, SZ",AA125,PARQUI,Parthenocissus quinquefolia,6,3,0,0,0,0,0,,
5/3/18,"WO, SZ",AA125,GALAPA,Galium aparine,2,2,0,0,0,0,0,,
5/3/18,"WO, SZ",AA125,GEUCAN,Geum canadense,3,2,0,0,0,0,0,,
5/3/18,"WO, SZ",AA125,CLAVIR,Claytonia virginica,4,2,0,0,0,0,0,,
5/3/18,"WO, SZ",AA125,ASACAN,Asarum canadense,4,2,0,0,0,0,0,,
5/3/18,"WO, SZ",AA125,SOLFEL,Solidago flexicaulis ,2,2,0,0,0,0,0,,
5/3/18,"WO, SZ",AA125,HYDAPP,Hydrophyllum appendiculatum,2,2,0,0,0,0,0,,
5/3/18,"WO, SZ",AA129,FLOPRO,Floerkea proserpinacoides,2,2,0,0,4,0,7,,
5/10/18,"JLL, WS",AA141,CORVAR,Coronilla varia,2,2,0,0,0,0,7,,
5/10/18,"JLL, WS",AA141,Toralos sp.,Toralos sp.,25,3,0,0,0,0,0,,
5/10/18,"JLL, WS",AA141,CIRARV,Cirsium arvense,10,3,0,0,0,0,0,,
5/10/18,"JLL, WS",AA141,Bidens sp.,Bidens sp.,3,2,0,0,0,0,0,,
5/10/18,"JLL, WS",AA141,Unk. Grass,Unk. Grass,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",AA141,Convovulus sp.,Convovulus sp.,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",AA141,GALAPA,Galium aparine,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,GERMAC,Geranium maculatum,20,3,0,0,0,0,4,,
5/7/18,"PB, SZ",AA95,TRIREC,Trillium recurvatum,10,3,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,SMIRAC,Smilacina racemosa,10,3,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,ALLCAN,Allium canadense,8,3,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,CLAVIR,Claytonia virginica,5,3,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,Osmorhiza sp.,Osmorhiza sp.,7,3,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,Impatiens sp.,Impatiens sp.,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,CIRLUC,Circaea lutetiana,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,ARITRI,Arisaema triphyllum,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,PARQUI,Parthenocissus quinquefolia,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,ALLTRI,Allium tricoccum ,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,EUPRUG,Eupatorium rugosum,1,2,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,ERYALB,Erythronium albidum,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,GEUCAN,Geum canadense,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",AA95,ULMRUB,Ulmus rubra,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",AX131,PHAARU,Phalaris arundinacea,25,4,0,0,0,0,6,,
5/2/18,"BS, WO",AX132,ALLVIN,Allium vineale,8,3,0,0,0,0,5,,
5/2/18,"BS, WO",AX132,PHAARU,Phalaris arundinacea,2,3,0,0,0,0,0,,
5/2/18,"BS, WO",AX132,ALLCAN,Allium canadense,10,3,0,0,0,0,0,,
5/2/18,"BS, WO",AX132,PASSAT,Pastinaca sativa,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",AX132,POAPRA,Poa pratensis,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",AX132,CORVAR,Coronilla varia,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",AY122,POAPRA,Poa pratensis,60,5,0,0,0,0,4,,
5/1/18,"WO, SZ",AY122,CALVUL,Calaminta vulgaris,10,3,0,0,0,0,0,,
5/1/18,"WO, SZ",AY122,MONFIS,Monarda fistulosa,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",AY122,ALLCAN,Allium canadense,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",AY122,Carex sp.,Carex sp.,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",AY124,HYDVIR,Hydrophyllum virginianum,2,2,0,0,0,0,6,,
5/1/18,"WO, SZ",AY124,ERYALB,Erythronium albidum,6,3,0,0,0,0,0,,
5/1/18,"WO, SZ",AY124,CARCON,Cardamine concatenata,5,3,0,0,0,0,0,,
5/1/18,"WO, SZ",AY124,ALLCAN,Allium canadense,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",AY124,CXBLAN,Carex blanda ,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",AY124,LONMAA,Lonicera maackii,5,2,0,0,0,0,0,,
5/1/18,"WO, SZ",AY127,TRIREC,Trillium recurvatum,10,3,0,0,0,0,4,,
5/1/18,"WO, SZ",AY127,CORVAR,Coronilla varia,20,3,0,0,0,0,0,,
5/1/18,"WO, SZ",AY127,PHAARU,Phalaris arundinacea,6,3,0,0,0,0,0,,
5/1/18,"WO, SZ",AY127,DACGLO,Dactylis glomerata,25,4,0,0,0,0,0,,
5/1/18,"WO, SZ",AY127,DIPFUL,Dipsacus fullonum,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",AY127,ERYALB,Erythronium albidum,6,3,0,0,0,0,0,,
5/1/18,"WO, SZ",AY127,CXPENS,Carex pensylvanica,6,3,0,0,0,0,0,,
5/1/18,"WO, SZ",AY127,Rosa sp.,Rosa sp.,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",AY127,FRAVIR,Fragaria virginiana,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",AY127,POAPRA,Poa pratensis,4,2,0,0,0,0,0,,
5/2/18,"BS, WO",AY130,ERYALB,Erythronium albidum,30,3,0,0,5,0,5,,
5/2/18,"BS, WO",AY130,CIRVUL,Cirsium vulgare,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",AY130,CIRLUC,Circaea lutetiana ,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",AZ133,ULMAME,Ulmus americana ,4,2,2,0,3,0,6,,
5/2/18,"BS, WO",AZ133,RUBOCC,Rubus occidentalis,5,3,0,0,0,0,0,,
5/2/18,"BS, WO",AZ133,MAIRAC,Maianthemum racemosum,3,2,0,0,0,0,0,,
5/2/18,"BS, WO",AZ133,LONMAA,Lonicera maackii,6,3,0,0,0,0,0,,
5/2/18,"BS, WO",AZ133,PRUVIR,Prunus virginiana,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",AZ133,TAROFF,Taraxacum officinale,1,2,0,0,0,0,0,,
5/2/18,"BS, WO",AZ133,ERYALB,Erythronium albidum,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",AZ138,FESELA,Festuca elatior,15,3,0,0,0,0,5,,
5/2/18,"BS, WO",AZ138,Carex sp.,Carex sp.,8,3,0,0,0,0,0,,
5/2/18,"BS, WO",AZ138,ALLVIN,Allium vineale,4,2,0,0,0,0,0,,
5/2/18,"BS, WO",AZ138,ELYVIL,Elymus villosus,6,3,0,0,0,0,0,,
5/2/18,"BS, WO",AZ138,TAROFF,Taraxacum officinale,3,2,0,0,0,0,0,,
5/2/18,"BS, WO",AZ138,POAPRA,Poa pratensis,3,2,0,0,0,0,0,,
5/2/18,"BS, WO",AZ138,SYMLAT,Symphyotrichum lateriflorum,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",AZ138,SYMDRU,Symphyotrichum drummondii,1,1,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,CACATR,Cacalia atriplicifolia,1,2,0,0,0,0,6,,
5/10/18,"JLL, WS",B109,SCHSCO,Schizachyrium scoparium,15,3,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,SOLALT,Solidago altissima,5,3,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,MONFIS,Monarda fistulosa,4,2,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,DAUCAR,Daucus carota,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,BROINE,Bromus inermis,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,POAPRA,Poa pratensis,5,3,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,PARQUI,Parthenocissus quinquefolia,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,Symphyotrichum sp.,Symphyotrichum sp.,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,SYMNOV,Symphyotrichum novae-angliae,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,ACHMIL,Achillea millefolium,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,PLALAN,Plantago lanceolata,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",B109,SYMDRU,Symphyotrichum drummondii,1,2,0,0,0,0,0,seedling,
5/1/18,"WO, SZ",B127,SYMSHO,Symphyotrichum shortii,8,3,0,0,0,0,5,,
5/1/18,"WO, SZ",B127,CARCON,Cardamine concatenata,8,3,0,0,0,0,0,,
5/1/18,"WO, SZ",B127,ANETHA,Anemonella thalictroides,15,3,0,0,0,0,0,,
5/1/18,"WO, SZ",B127,ERYALB,Erythronium albidum,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B127,ALLCAN,Allium canadense,3,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B127,Impatiens sp.,Impatiens sp.,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B127,SOLULM,Solidago ulmifolia,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B127,AGRPUB,Agrimonia pubescens,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B127,GALAPA,Galium aparine,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B128,CARCON,Cardamine concatenata,15,3,0,0,0,0,5,,
5/1/18,"WO, SZ",B128,SYMDRU,Symphyotrichum drummondii,10,3,0,0,0,0,0,,
5/1/18,"WO, SZ",B128,ERYALB,Erythronium albidum,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B128,RUBOCC,Rubus occidentalis,5,3,0,0,0,0,0,,
5/1/18,"WO, SZ",B128,Carex sp.,Carex sp.,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B128,SYMLAT,Symphyotrichum lateriflorum,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B128,Impatiens sp.,Impatiens sp.,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B128,CIRLUC,Circaea lutetiana ,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B128,GEUCAN,Geum canadense,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B128,SANGRE,Sanicula gregaria,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B128,GALAPA,Galium aparine,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",B128,SOLULM,Solidago ulmifolia,5,3,0,0,0,0,0,,
5/2/18,"BS, WO",B138,BROINE,Bromus inermis,30,4,0,0,0,0,5,,
5/2/18,"BS, WO",B138,POAPRA,Poa pratensis,15,3,0,0,0,0,0,,
5/2/18,"BS, WO",B138,ALLVIN,Allium vineale,25,4,0,0,0,0,0,,
5/2/18,"BS, WO",B138,CALVUL,Calaminta vulgaris,12,3,0,0,0,0,0,,
5/2/18,CB  ,BB107,TAROFF,Taraxacum officinale,5,3,0,0,0,0,5,,
5/2/18,CB  ,BB107,DACGLO,Dactylis glomerata,11,3,0,0,0,0,0,,
5/2/18,CB  ,BB107,SOLULM,Solidago ulmifolia,40,4,0,0,0,0,0,,
5/2/18,CB  ,BB107,DAUCAR,Daucus carota,3,2,0,0,0,0,0,,
5/2/18,CB  ,BB107,ALLPET,Alliaria petiolata,2,2,0,0,0,0,0,,
5/2/18,CB  ,BB107,CIRLUC,Circaea lutetiana ,2,2,0,0,0,0,0,,
5/2/18,CB  ,BB107,AGR SP,Agrononia sp.,3,2,0,0,0,0,0,,
5/2/18,CB  ,BB107,SYMDRU,Symphyotrichum drummondii,5,3,0,0,0,0,0,"oppressed hairs, cordate leaves, hairy stem Photo 1",
5/10/18,"JLL, WS",BB115,FRAVIR,Fragaria virginiana,7,3,0,0,0,0,4,,
5/10/18,"JLL, WS",BB115,SOLALT,Solidago altissima,30,4,0,0,0,0,0,,
5/10/18,"JLL, WS",BB115,MONFIS,Monarda fistulosa,3,2,0,0,0,0,0,,
5/10/18,"JLL, WS",BB115,PARQUI,Parthenocissus quinquefolia,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",BB115,RHACAT,Rhamnus cathartica,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",BB115,AMBTRT,Ambrosia artemisiifolia ,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",BB115,POAPRA,Poa pratensis,15,3,0,0,0,0,0,,
5/10/18,"JLL, WS",BB115,TAROFF,Taraxacum officinale,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",BB115,APOCAN,Apocynum cannabinum,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",BB115,TRIPRA,Trifolium pratense,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",BB115,DAUCAR,Daucus carota,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",BB115,AMBARE,Ambrosia artemisiifolia ,1,2,0,0,0,0,0,,
5/10/18,"JLL, WS",BB115,Smilax sp.,Smilax sp.,1,2,0,0,0,0,0,SMIRAC/SMISTE?,
5/2/18,"JLL, PB",BB116,DICCUC,Dicentra cucullaria,15,3,0,0,0,0,0,,
5/2/18,"JLL, PB",BB116,SOLFLE,Solidago flexicaulis,5,3,0,0,0,0,0,,
5/2/18,"JLL, PB",BB116,SMIRAC,Smilacina racemosa,7,3,0,0,0,0,0,may be polygonatum?,
5/2/18,"JLL, PB",BB116,ALLPET,Alliaria petiolata,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",BB116,IMPCAP,Impatiens capensis,1,2,0,0,0,0,0,,
5/2/18,"JLL, PB",BB116,ERYALB,Erythronium albidum,8,3,0,0,0,0,0,,
5/2/18,"JLL, PB",BB116,CLAVIR,Claytonia virginica,10,3,0,0,0,0,0,,
5/2/18,"JLL, PB",BB116,ANEQUI,Anemone quinquefolia,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",BB116,ALLTRF,Allium tricoccum  ,3,2,0,0,0,0,0,Could be ALLBUR?,
