"","plot_names","all_spp"
"82","AA117","Solidago canadensis"
"83","AA118","Acer saccharum"
"84","AA118","Alliaria petiolata"
"85","AA118","Allium canadense"
"86","AA118","Anemone quinquefolia"
"87","AA118","Cardamine concatenata"
"88","AA118","Claytonia virginica"
"89","AA118","Erythronium albidum"
"90","AA118","Floerkea proserpinacoides"
"91","AA118","Impatiens"
"92","AA125","Claytonia virginica"
"93","AA125","Erythronium albidum"
"94","AA125","Floerkea proserpinacoides"
"95","AA125","Galium aparine"
"96","AA125","Geum canadense"
"97","AA125","Hydrophyllum appendiculatum"
"98","AA125","Impatiens"
"99","AA129","Floerkea proserpinacoides"
"100","Z76",""
"101","Z76","Acer saccharum"
"102","Z76","Claytonia virginica"
"103","Z76","Erigeron"
"104","Z76","Impatiens"
"105","Z76","Poa pratensis"
"106","Z76","Rubus"
"107","Z76","Taraxacum campylodes"
"108","Z76","Vitis"
"109","Z86","Alliaria petiolata"
"110","Z86","Geum canadense"
"111","Z86","Hackelia virginiana"
"112","Z86","Impatiens"
"113","Z86","Polygonum virginianum"
"114","Z86","Ranunculus hispidus"
"115","Z86","Solidago canadensis"
"116","AA95","Ageratina altissima"
"117","AA95","Allium canadense"
"118","AA95","Arisaema triphyllum"
"119","AA95","Circaea lutetiana"
"120","AA95","Claytonia virginica"
"121","AA95","Erythronium albidum"
"122","AA95","Geranium maculatum"
"123","AA95","Geum canadense"
"124","AA95","Impatiens"
"125","AA95","Maianthemum racemosum"
"126","AA95","Osmorhiza"
"127","AA95","Parthenocissus quinquefolia"
"128","AA95","Trillium recurvatum"
"129","AA95","Ulmus rubra"
"130","AY130","Cirsium vulgare"
"131","AY130","Erythronium albidum"
"132","AX132","Allium canadense"
"133","AX132","Allium vineale"
"134","AX132","Pastinaca sativa"
"135","AX132","Phalaris arundinacea"
"136","AX132","Poa pratensis"
"137","AX132","Securigera varia"
"138","AY122","Allium canadense"
"139","AY122","Carex"
"140","AY122","Clinopodium vulgare"
"141","AY122","Poa pratensis"
"142","AY124","Allium canadense"
"143","AY124","Cardamine concatenata"
"144","AY124","Erythronium albidum"
"145","AY124","Hydrophyllum virginianum"
"146","AY124","Lonicera maackii"
"147","AY127","Carex pensylvanica"
"148","AY127","Dactylis glomerata"
"149","AY127","Dipsacus fullonum"
"150","AY127","Erythronium albidum"
"151","AY127","Fragaria virginiana"
"152","AY127","Poa pratensis"
"153","AY127","Rosa"
"154","AY127","Securigera varia"
"155","AY127","Trillium recurvatum"
"156","AZ138","Allium vineale"
"157","AZ138","Carex"
"158","AZ138","Elymus villosus"
"159","AZ138","Festuca arundinacea"
"160","AZ138","Poa pratensis"
"161","AZ138","Symphyotrichum drummondii"
"162","AZ138","Symphyotrichum lateriflorum"
"163","AZ138","Taraxacum campylodes"
"164","AZ133","Erythronium albidum"
"165","AZ133","Prunus virginiana"
"166","AZ133","Rubus occidentalis"
"167","AZ133","Taraxacum campylodes"
"168","B109","Achillea millefolium"
"169","B109","Arnoglossum atriplicifolium"
"170","B109","Bromus inermis"
"171","B109","Daucus carota"
"172","B109","Monarda fistulosa"
"173","B109","Plantago lanceolata"
"174","B109","Schizachyrium scoparium"
"175","B109","Solidago canadensis"
"176","B109","Symphyotrichum"
"177","B109","Symphyotrichum drummondii"
"178","B109","Symphyotrichum novae-angliae"
"179","B127","Agrimonia pubescens"
"180","B127","Allium canadense"
"181","B127","Anemonella thalictroides"
"182","B127","Cardamine concatenata"
"183","B127","Erythronium albidum"
"184","B127","Galium aparine"
"185","B127","Impatiens"
"186","B127","Solidago ulmifolia"
"187","B127","Symphyotrichum shortii"
"188","B128","Cardamine concatenata"
"189","B128","Carex"
"190","B128","Erythronium albidum"
"191","B128","Galium aparine"
"192","B128","Impatiens"
"193","B128","Rubus occidentalis"
"194","B128","Sanicula gregaria"
"195","B128","Solidago ulmifolia"
"196","B128","Symphyotrichum drummondii"
"197","B128","Symphyotrichum lateriflorum"
"198","B138","Allium vineale"
"199","B138","Bromus inermis"
"200","B138","Clinopodium vulgare"
"201","BB107","Agrimonia"
"202","BB107","Alliaria petiolata"
"203","BB107","Dactylis glomerata"
"204","BB107","Daucus carota"
"205","BB107","Solidago ulmifolia"
"206","BB107","Symphyotrichum drummondii"
"207","BB107","Taraxacum campylodes"
"208","BB116","Acer saccharum"
"209","BB116","Anemone quinquefolia"
"210","BB116","Claytonia virginica"
"211","BB116","Dicentra cucullaria"
"212","BB116","Erythronium albidum"
"213","BB116","Impatiens capensis"
"214","BB118","Floerkea proserpinacoides"
"215","BB118","Ranunculus hispidus"
"216","BB121","Acer saccharum"
"217","BB121","Cardamine concatenata"
"218","BB121","Clematis virginiana"
"219","BB121","Dicentra cucullaria"
"220","BB121","Floerkea proserpinacoides"
"221","BB121","Galium aparine"
"222","BB121","Impatiens"
"223","BB121","Oxalis stricta"
"224","BB140","Acer saccharum"
"225","BB140","Ficaria verna"
"226","BB140","Ranunculus"
"227","BB141",""
"228","BB141","Alliaria petiolata"
"229","BB141","Ambrosia trifida"
"230","BB141","Arctium minus"
"231","BB141","Daucus carota"
"232","BB141","Fragaria virginiana"
"233","BB141","Geum canadense"
"234","BB141","Lonicera maackii"
"235","BB141","Oxalis"
"236","BB141","Parthenocissus quinquefolia"
"237","BB141","Rosa multiflora"
"238","BB141","Solidago canadensis"
"239","BB141","Taraxacum campylodes"
"240","BB141","Torilis japonica"
"241","BB144",""
"242","BB144","Parthenocissus quinquefolia"
"243","BB84","Ageratina altissima"
"244","BB84","Anemonella thalictroides"
"245","BB84","Circaea lutetiana"
"246","BB84","Claytonia virginica"
"247","BB84","Erythronium albidum"
"248","BB84","Impatiens"
"249","BB84","Maianthemum racemosum"
"250","BB84","Parthenocissus quinquefolia"
"251","BB92","Ageratina altissima"
"252","BB92","Alliaria petiolata"
"253","BB92","Arisaema triphyllum"
"254","BB92","Carex"
"255","BB92","Claytonia virginica"
"256","BB92","Erythronium albidum"
"257","BB92","Galium aparine"
"258","BB92","Geranium maculatum"
"259","BB92","Impatiens"
"260","BB92","Ostrya virginiana"
"261","BB92","Polygonum virginianum"
"262","BB92","Potentilla simplex"
"263","BB92","Solidago ulmifolia"
"264","BB92","Symphyotrichum lateriflorum"
"265","C105",""
"266","C105","Achillea millefolium"
"267","C105","Agrimonia"
"268","C105","Barbarea vulgaris"
"269","C105","Cirsium"
"270","C105","Daucus carota"
"271","C105","Galium aparine"
"272","C105","Helianthus grosseserratus"
"273","C111","Helianthus species"
"274","C111","Maianthemum racemosum"
"275","C120","Erythronium albidum"
"276","C120","Impatiens"
"277","C120","Lonicera maackii"
"278","C120","Osmorhiza"
"279","C123","Cardamine concatenata"
"280","C123","Claytonia virginica"
"281","C123","Erythronium albidum"
"282","C123","Polemonium reptans"
"283","C123","Rubus allegheniensis"
"284","C123","Solidago ulmifolia"
"285","C123","Symphyotrichum shortii"
"286","C125","Allium canadense"
"287","C125","Cardamine concatenata"
"288","C125","Carex"
"289","C125","Erythronium albidum"
"290","C125","Hackelia virginiana"
"291","C125","Hydrophyllum virginianum"
"292","C125","Impatiens"
"293","C125","Potentilla simplex"
"294","CC109","Cerastium"
"295","CC109","Composite"
"296","CC109","Elymus elymoides"
"297","CC109","Fragaria virginiana"
"298","CC109","Galium triflorum"
"299","CC109","Rubus"
"300","CC109","Symphyotrichum drummondii"
"301","BB115","Apocynum cannabinum"
"302","BB115","Daucus carota"
"303","BB115","Fragaria virginiana"
"304","BB115","Monarda fistulosa"
"305","BB115","Parthenocissus quinquefolia"
"306","BB115","Poa pratensis"
"307","BB115","Rhamnus cathartica"
"308","BB115","Smilax"
"309","BB115","Solidago canadensis"
"310","BB115","Taraxacum campylodes"
"311","BB115","Trifolium pratense"
"312","CC123","Carex"
"313","CC123","Claytonia virginica"
"314","CC123","Erythronium albidum"
"315","CC123","Floerkea proserpinacoides"
"316","CC123","Impatiens"
"317","CC138","Bidens frondosa"
"318","CC138","Convolvulus"
"319","CC138","Ficaria verna"
"320","CC138","Impatiens"
"321","CC138","Poa compressa"
"322","CC138","Polygonum"
"323","CC138","Solidago"
"324","CC138","Taraxacum campylodes"
"325","CC138","Toxicodendron radicans"
"326","CC144","Alliaria petiolata"
"327","CC86","Ageratina altissima"
"328","CC86","Circaea lutetiana"
"329","CC86","Claytonia virginica"
"330","CC86","Geum canadense"
"331","CC86","Hackelia virginiana"
"332","CC86","Osmorhiza"
"333","CC86","Ostrya virginiana"
"334","CC86","Solidago canadensis"
"335","CC86","Solidago ulmifolia"
"336","CC97","Alliaria petiolata"
"337","CC97","Arisaema triphyllum"
"338","CC97","Claytonia virginica"
"339","CC97","Erythronium albidum"
"340","CC97","Maianthemum racemosum"
"341","CC97","Osmorhiza"
"342","CC96","Ageratina altissima"
"343","CC96","Arisaema triphyllum"
"344","CC96","Claytonia virginica"
"345","CC96","Erythronium albidum"
"346","CC96","Hackelia virginiana"
"347","CC96","Impatiens"
"348","CC96","Osmorhiza"
"349","CC96","Phlox divaricata"
"350","CC96","Polygonatum biflorum"
"351","CC96","Trillium recurvatum"
"352","CC96","Viola"
"353","CC99",""
"354","CC99","Ageratina altissima"
"355","CC99","Arisaema triphyllum"
"356","CC99","Bidens species"
"357","CC99","Parthenocissus quinquefolia"
"358","CC99","Prunus serotina"
"359","CC99","Quercus"
"360","CC99","Symphyotrichum drummondii"
"361","D113","Alliaria petiolata"
"362","D113","Arisaema triphyllum"
"363","D113","Convolvulus"
"364","D113","Geum canadense"
"365","D113","Helianthus species"
"366","D113","Hydrophyllum"
"367","D113","Lonicera tatarica"
"368","D113","Menispermum"
"369","D113","Rubus occidentalis"
"370","D117","Erythronium albidum"
"371","D117","Geum canadense"
"372","D117","Impatiens"
"373","D117","Lonicera maackii"
"374","D117","Polygonatum biflorum"
"375","D117","Symphyotrichum shortii"
"376","D123","Elymus elymoides"
"377","D123","Floerkea proserpinacoides"
"378","D123","Impatiens"
"379","D123","Solidago canadensis"
"380","D123","Symphyotrichum lateriflorum"
"381","D123","Toxicodendron radicans"
"382","C127","Cardamine concatenata"
"383","C127","Erythronium albidum"
"384","C127","Impatiens"
"385","C127","Polemonium reptans"
"386","C127","Sanicula gregaria"
"387","C127","Solidago canadensis"
"388","C127","Trillium recurvatum"
"389","D134",""
"390","D134","Claytonia virginica"
"391","DD100","Ageratina altissima"
"392","DD100","Alliaria petiolata"
"393","DD100","Circaea lutetiana"
"394","DD100","Floerkea proserpinacoides"
"395","DD100","Galium triflorum"
"396","DD100","Geum canadense"
"397","DD100","Hackelia virginiana"
"398","DD100","Impatiens"
"399","DD100","Lactuca canadensis"
"400","DD100","Symphyotrichum lateriflorum"
"401","CC110","Claytonia virginica"
"402","CC110","Elymus elymoides"
"403","CC110","Galium circaezans"
"404","CC110","Galium triflorum"
"405","CC110","Lactuca species"
"406","CC110","Lonicera tatarica"
"407","CC110","Potentilla simplex"
"408","CC110","Ranunculus hispidus"
"409","CC110","Rhamnus cathartica"
"410","CC110","Symphyotrichum drummondii"
"411","DD112","Maianthemum racemosum"
"412","DD112","Symphyotrichum"
"413","DD112","Trillium recurvatum"
"414","DD114","Alliaria petiolata"
"415","DD114","Erythronium albidum"
"416","DD130","Ambrosia trifida"
"417","DD130","Laportea canadensis"
"418","DD130","Ranunculus hispidus"
"419","DD130","Rosa multiflora"
"420","DD130","Sambucus canadensis"
"421","DD130","Vitis vulpina"
"422","DD145","Alliaria petiolata"
"423","DD145","Bidens species"
"424","DD145","Cirsium"
"425","DD145","Lonicera"
"426","DD145","Morus"
"427","DD145","Taraxacum campylodes"
"428","DD145","Trillium recurvatum"
"429","DD148",""
"430","DD148","Lonicera"
"431","DD148","Rosa"
"432","DD148","Vitis vulpina"
"433","DD83","Acer saccharum"
"434","DD83","Ageratina altissima"
"435","DD83","Alliaria petiolata"
"436","DD83","Circaea lutetiana"
"437","DD83","Claytonia virginica"
"438","DD83","Polygonatum biflorum"
"439","DD86","Arisaema triphyllum"
"440","DD86","Celtis occidentalis"
"441","DD86","Erythronium albidum"
"442","DD86","Galium aparine"
"443","DD86","Geum canadense"
"444","DD86","Maianthemum racemosum"
"445","DD86","Ostrya virginiana"
"446","DD86","Sambucus canadensis"
"447","DD90","Alliaria petiolata"
"448","DD90","Arisaema triphyllum"
"449","DD90","Claytonia virginica"
"450","DD90","Erythronium albidum"
"451","DD90","Galium aparine"
"452","DD90","Geranium maculatum"
"453","DD90","Polygonatum biflorum"
"454","DD90","Prunus serotina"
"455","DD90","Solidago canadensis"
"456","DD90","Viola"
"457","E109",""
"458","E109","Epilobium coloratum"
"459","E109","Floerkea proserpinacoides"
"460","E109","Glyceria striata"
"461","E109","Sium suave"
"462","E111",""
"463","E111","Bidens frondosa"
"464","E111","Glechoma hederacea"
"465","E111","Ranunculus abortivus"
"466","E111","Scirpus atrovirens"
"467","D125","Allium canadense"
"468","D125","Cardamine concatenata"
"469","D125","Erythronium albidum"
"470","D125","Fragaria virginiana"
"471","D125","Galium triflorum"
"472","D125","Geranium maculatum"
"473","D125","Rubus hispidus"
"474","D125","Solidago canadensis"
"475","D125","Symphyotrichum shortii"
"476","D125","Taraxacum campylodes"
"477","EE108",""
"478","EE108","Carex"
"479","EE108","Elymus elymoides"
"480","EE108","Fragaria virginiana"
"481","EE108","Impatiens"
"482","EE108","Rubus"
"483","EE108","Solidago canadensis"
"484","EE108","Symphyotrichum drummondii"
"485","EE120","Allium canadense"
"486","EE120","Claytonia virginica"
"487","EE120","Floerkea proserpinacoides"
"488","EE126","Alliaria petiolata"
"489","EE126","Ambrosia trifida"
"490","EE126","Chenopodium album"
"491","EE126","Cryptotaenia canadensis"
"492","EE126","Floerkea proserpinacoides"
"493","EE126","Geum canadense"
"494","EE126","Impatiens"
"495","EE128","Ambrosia trifida"
"496","EE128","Celtis occidentalis"
"497","EE128","Floerkea proserpinacoides"
"498","EE128","Geum canadense"
"499","EE128","Glechoma hederacea"
"500","EE128","Phalaris arundinacea"
"501","EE128","Symphyotrichum drummondii"
"502","EE132","Ambrosia trifida"
"503","EE132","Anemone canadensis"
"504","EE132","Calystegia sepium"
"505","EE132","Carex"
"506","EE132","Phalaris arundinacea"
"507","EE132","Prunus americana"
"508","EE132","Securigera varia"
"509","EE134","Lonicera maackii"
"510","EE134","Rhamnus cathartica"
"511","EE140",""
"512","F107","Erythronium albidum"
"513","F107","Solidago canadensis"
"514","F108","Carex hirtifolia"
"515","F108","Erythronium albidum"
"516","F108","Floerkea proserpinacoides"
"517","F108","Sanicula gregaria"
"518","F113","Erythronium albidum"
"519","F113","Galium triflorum"
"520","F113","Geum canadense"
"521","F113","Lonicera tatarica"
"522","F113","Rubus"
"523","F113","Symphyotrichum lateriflorum"
"524","F113","Taraxacum campylodes"
"525","F114","Celastrus orbiculatus"
"526","F114","Erythronium albidum"
"527","F114","Rubus"
"528","F114","Symphyotrichum drummondii"
"529","F114","Taraxacum campylodes"
"530","F118","Agrimonia pubescens"
"531","F118","Claytonia virginica"
"532","F118","Erythronium albidum"
"533","F118","Floerkea proserpinacoides"
"534","F118","Impatiens"
"535","F118","Sanicula gregaria"
"536","F118","Symphyotrichum lateriflorum"
"537","F122","Carex"
"538","F122","Claytonia virginica"
"539","F122","Erythronium albidum"
"540","F122","Floerkea proserpinacoides"
"541","F122","Galium aparine"
"542","F122","Impatiens"
"543","F122","Ranunculus hispidus"
"544","F122","Symphyotrichum shortii"
"545","F129","Cardamine concatenata"
"546","F129","Erythronium albidum"
"547","F129","Galium triflorum"
"548","F129","Symphyotrichum shortii"
"549","F134","Alliaria petiolata"
"550","F134","Impatiens capensis"
"551","F134","Polygonum"
"552","F134","Viburnum opulus"
"553","FF112","Alliaria petiolata"
"554","FF112","Geum canadense"
"555","FF112","Hackelia virginiana"
"556","FF112","Maianthemum racemosum"
"557","FF112","Prunus serotina"
"558","FF117","Agrimonia gryposepala"
"559","FF117","Anemonella thalictroides"
"560","FF117","Claytonia virginica"
"561","FF117","Floerkea proserpinacoides"
"562","FF117","Geranium maculatum"
"563","FF117","Impatiens"
"564","FF117","Lonicera maackii"
"565","FF117","Potentilla simplex"
"566","FF117","Symphyotrichum lateriflorum"
"567","FF117","Symphyotrichum shortii"
"568","FF123","Claytonia virginica"
"569","FF123","Floerkea proserpinacoides"
"570","FF123","Impatiens"
"571","FF138","Alliaria petiolata"
"572","FF138","Arisaema triphyllum"
"573","FF138","Lonicera maackii"
"574","FF146",""
"575","FF91","Acer saccharum"
"576","FF91","Arisaema triphyllum"
"577","FF91","Lonicera maackii"
"578","FF91","Maianthemum racemosum"
"579","FF91","Viburnum opulus"
"580","FF94","Calystegia sepium"
"581","FF94","Claytonia virginica"
"582","FF94","Equisetum arvense"
"583","FF94","Erigeron annuus"
"584","FF94","Glechoma hederacea"
"585","FF94","Rudbeckia hirta"
"586","FF94","Solidago canadensis"
"587","FF94","Symphyotrichum drummondii"
"588","FF94","Viola"
"589","I109","Acer"
"590","I109","Allium"
"591","I109","Allium tricoccum var. burdickii"
"592","I109","Cardamine concatenata"
"593","I109","Claytonia virginica"
"594","I109","Erythronium albidum"
"595","I109","Geum canadense"
"596","I109","Sanicula"
"597","I109","Symphyotrichum"
"598","I109","Toxicodendron radicans"
"599","G109","Allium canadense"
"600","G109","Anemone quinquefolia"
"601","G109","Caulophyllum thalictroides"
"602","G109","Claytonia virginica"
"603","G109","Erythronium albidum"
"604","G109","Geranium maculatum"
"605","G109","Osmorhiza"
"606","F112","Carex"
"607","F112","Potentilla simplex"
"608","F112","Ribes missouriense"
"609","F112","Rubus"
"610","F112","Solidago canadensis"
"611","F112","Solidago flexicaulis"
"612","F112","Symphyotrichum"
"613","F112","Symphyotrichum drummondii"
"614","F112","Taraxacum campylodes"
"615","F119","Carex"
"616","F119","Claytonia virginica"
"617","F119","Erythronium albidum"
"618","F119","Floerkea proserpinacoides"
"619","F119","Geum canadense"
"620","G126","Agrimonia pubescens"
"621","G126","Anemone hepatica var. acuta"
"622","G126","Cardamine concatenata"
"623","G126","Carex"
"624","G126","Claytonia virginica"
"625","G126","Erythronium albidum"
"626","G126","Potentilla simplex"
"627","G126","Viola sororia"
"628","G132","Acer saccharum"
"629","G132","Alliaria petiolata"
"630","G132","Erythronium albidum"
"631","G132","Trillium recurvatum"
"632","G137",""
"633","G137","Carex"
"634","G137","Hackelia virginiana"
"635","G137","Maianthemum racemosum"
"636","G137","Oxalis stricta"
"637","G137","Securigera varia"
"638","G137","Solidago canadensis"
"639","G137","Symphyotrichum"
"640","G137","Symphyotrichum drummondii"
"641","G137","Taraxacum campylodes"
"642","G137","Trifolium pratense"
"643","HH112","Alliaria petiolata"
"644","HH112","Carex"
"645","HH112","Geum canadense"
"646","HH112","Hackelia virginiana"
"647","HH112","Polygonum virginianum"
"648","HH112","Symphyotrichum drummondii"
"649","HH112","Taraxacum campylodes"
"650","GG121","Acer saccharum"
"651","GG121","Cardamine concatenata"
"652","GG121","Circaea lutetiana"
"653","GG121","Claytonia virginica"
"654","GG121","Floerkea proserpinacoides"
"655","GG121","Galium aparine"
"656","GG122","Cardamine concatenata"
"657","GG122","Claytonia virginica"
"658","GG122","Floerkea proserpinacoides"
"659","GG127","Ageratina altissima"
"660","GG127","Alliaria petiolata"
"661","GG127","Ambrosia trifida"
"662","GG127","Impatiens"
"663","GG127","Lonicera maackii"
"664","GG127","Toxicodendron radicans"
"665","GG135","Impatiens capensis"
"666","GG140","Alliaria petiolata"
"667","GG140","Erythronium albidum"
"668","GG140","Floerkea proserpinacoides"
"669","GG140","Impatiens capensis"
"670","GG140","Lonicera maackii"
"671","GG140","Polygonatum biflorum"
"672","GG140","Tilia americana"
"673","GG140","Trillium recurvatum"
"674","GG146","Alliaria petiolata"
"675","GG146","Lonicera"
"676","GG92",""
"677","GG92","Acer saccharum"
"678","GG92","Ageratina altissima"
"679","GG92","Alliaria petiolata"
"680","GG92","Cerastium"
"681","GG92","Claytonia virginica"
"682","GG92","Impatiens"
"683","GG92","Maianthemum racemosum"
"684","GG92","Ostrya virginiana"
"685","GG92","Parthenocissus quinquefolia"
"686","GG92","Polygonum virginianum"
"687","GG92","Sanicula"
"688","GG92","Symphyotrichum lateriflorum"
"689","GG92","Viola"
"690","GG94","Ageratina altissima"
"691","GG94","Alliaria petiolata"
"692","GG94","Anemone quinquefolia"
"693","GG94","Anemonella thalictroides"
"694","GG94","Arisaema triphyllum"
"695","GG94","Cerastium"
"696","GG94","Galium aparine"
"697","GG94","Hackelia virginiana"
"698","GG94","Hystrix patula"
"699","GG94","Maianthemum racemosum"
"700","GG94","Osmorhiza"
"701","GG94","Sanicula"
"702","GG94","Solidago"
"703","H115","Allium tricoccum var. burdickii"
"704","H115","Carex"
"705","H115","Erythronium albidum"
"706","H115","Helianthus species"
"707","H115","Sanicula gregaria"
"708","H115","Symphyotrichum drummondii"
"709","HA124","Acer saccharum"
"710","HA124","Lonicera maackii"
"711","HA124","Rhamnus cathartica"
"712","HA127","Lonicera maackii"
"713","HA127","Parthenocissus quinquefolia"
"714","HA132","Agrimonia"
"715","HA132","Alliaria petiolata"
"716","HA132","Arisaema triphyllum"
"717","HA132","Glyceria striata"
"718","HA132","Hackelia virginiana"
"719","HA132","Lonicera maackii"
"720","HA132","Prunus virginiana"
"721","HA132","Viola sororia"
"722","HA147","Arisaema triphyllum"
"723","HA147","Circaea lutetiana subsp. canadensis"
"724","HA147","Erythronium albidum"
"725","HA147","Impatiens capensis"
"726","HA147","Lonicera maackii"
"727","HA147","Maianthemum racemosum"
"728","HA147","Parthenocissus quinquefolia"
"729","HA147","Polygonatum biflorum"
"730","HB125","Acer saccharum"
"731","HB125","Lonicera maackii"
"732","HB126","Acer saccharum"
"733","HB126","Alliaria petiolata"
"734","HB126","Carex"
"735","HB126","Lonicera maackii"
"736","HB129","Alliaria petiolata"
"737","HB129","Allium"
"738","HB129","Arisaema triphyllum"
"739","HB129","Circaea lutetiana"
"740","HB129","Geum canadense"
"741","HB129","Lonicera maackii"
"742","HB131","Acer negundo"
"743","HB131","Cornus"
"744","HB131","Erythronium albidum"
"745","HB131","Lonicera maackii"
"746","HB136","Erythronium albidum"
"747","HB136","Viburnum opulus"
"748","HB138",""
"749","HB141","Arisaema triphyllum"
"750","HB141","Erythronium albidum"
"751","HB143","Erythronium albidum"
"752","HB143","Parthenocissus quinquefolia"
"753","HB143","Prunus virginiana"
"754","HB146","Arisaema triphyllum"
"755","HB146","Circaea lutetiana subsp. canadensis"
"756","HB146","Lonicera maackii"
"757","HC126","Acer saccharum"
"758","HC126","Lonicera maackii"
"759","HC126","Rhamnus cathartica"
"760","HC135","Alliaria petiolata"
"761","HC135","Arisaema triphyllum"
"762","HC135","Erythronium albidum"
"763","HC135","Maianthemum racemosum"
"764","HC144","Erythronium albidum"
"765","HC144","Lonicera maackii"
"766","HC144","Tilia americana"
"767","HD134","Acer saccharum"
"768","HD134","Alliaria petiolata"
"769","HD134","Arisaema triphyllum"
"770","HD134","Erythronium albidum"
"771","HD134","Lonicera maackii"
"772","HD134","Rhamnus cathartica"
"773","HD135","Agrimonia pubescens"
"774","HD135","Alliaria petiolata"
"775","HD135","Circaea lutetiana"
"776","HD135","Erythronium albidum"
"777","HD135","Fraxinus pennsylvanica"
"778","HD135","Geum canadense"
"779","HD142","Erythronium albidum"
"780","HD142","Lonicera maackii"
"781","HD142","Prunus serotina"
"782","HD142","Rosa multiflora"
"783","HD143","Arisaema triphyllum"
"784","HD143","Erythronium albidum"
"785","HD143","Prunus virginiana"
"786","HD147","Tilia americana"
"787","HE136","Arisaema dracontium"
"788","HE136","Arisaema triphyllum"
"789","HE136","Lonicera maackii"
"790","HH103","Alliaria petiolata"
"791","HH103","Carex"
"792","HH103","Elymus elymoides"
"793","HH103","Galium circaezans"
"794","HH103","Rubus occidentalis"
"795","HH103","Solidago canadensis"
"796","HH103","Solidago ulmifolia"
"797","HH103","Symphyotrichum drummondii"
"798","HH103","Taraxacum campylodes"
"799","HH110","Ageratina altissima"
"800","HH110","Alliaria petiolata"
"801","HH110","Geum canadense"
"802","HH110","Hackelia virginiana"
"803","HH110","Parthenocissus quinquefolia"
"804","HH110","Potentilla simplex"
"805","HH110","Solidago canadensis"
"806","HH110","Symphyotrichum lateriflorum"
"807","HH110","Trillium recurvatum"
"808","HH110","Viola sororia"
"809","HH115",""
"810","HH116","Alliaria petiolata"
"811","HH116","Claytonia virginica"
"812","HH116","Impatiens capensis"
"813","HH116","Parthenocissus"
"814","HH116","Trillium recurvatum"
"815","HH126","Ambrosia trifida"
"816","HH126","Carex"
"817","HH126","Daucus carota"
"818","HH126","Dipsacus laciniatus"
"819","HH126","Fallopia scandens"
"820","HH126","Impatiens"
"821","HH126","Symphyotrichum lateriflorum"
"822","HH130","Calluna vulgaris"
"823","HH130","Calystegia sepium"
"824","HH130","Carex blanda"
"825","HH130","Celastrus orbiculatus"
"826","HH130","Cornus racemosa"
"827","HH130","Festuca arundinacea"
"828","HH130","Malus sieboldii"
"829","HH130","Phaca"
"830","HH130","Prunella vulgaris"
"831","HH130","Solidago canadensis"
"832","HH130","Symphyotrichum drummondii"
"833","HH130","Symphyotrichum lateriflorum"
"834","HH130","Taraxacum campylodes"
